#This file was generated on Tue Jul 15 14:26:31 2025
#Using the somd command, of the molecular library Sire version <2025.2.0.dev> 
#For more information visit: https://github.com/openbiosim/sire
#
#General information on simulation parameters:
#Simulation used 250000 moves, 1 cycles and 1000 ps of simulation time
#Generating lambda is		 0.00000
#Alchemical array is		 (0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0)
#Generating temperature is 	25°C
#Energy was saved every 200 steps 
#
#
#   [step]               [potential]                [gradient]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
     200           -4.68046916e+05            3.07075816e+00            9.96933952e-01            1.00307548e+00     3.165524950774120e+04     3.165524547224844e+04     3.165525560645331e+04     3.165526563570642e+04     3.165531861643263e+04     3.165545594636935e+04     3.165576315060272e+04     3.165635978079053e+04     3.165741490028903e+04     3.165915042405427e+04     3.166185554384207e+04
     400           -4.54614861e+05            3.04917697e+00            9.96955467e-01            1.00305383e+00     3.159946599091113e+04     3.159947436640105e+04     3.159986748743675e+04     3.160248445781416e+04     3.161218690502444e+04     3.163828256139494e+04     3.169605400482661e+04     3.180823081101089e+04     3.200648804940545e+04     3.233293149122018e+04     3.284159624639316e+04
     600           -4.46164188e+05            3.09112369e+00            9.96913649e-01            1.00309591e+00     3.161799004628105e+04     3.161802109189519e+04     3.161911457564157e+04     3.162649937273468e+04     3.165384939953423e+04     3.172741982794028e+04     3.189028633639497e+04     3.220652962846150e+04     3.276544537780582e+04     3.368574002718027e+04     3.511974305937657e+04
     800           -4.40252070e+05            3.08285905e+00            9.96921888e-01            1.00308762e+00     3.174029720532665e+04     3.174032241501337e+04     3.174123784002013e+04     3.174741061796305e+04     3.177027422309902e+04     3.183177527629466e+04     3.196792389496893e+04     3.223228819048182e+04     3.269951520614268e+04     3.346883743074135e+04     3.466759547630286e+04
    1000           -4.36730701e+05            3.07607558e+00            9.96928651e-01            1.00308081e+00     3.165856036005363e+04     3.165858818536334e+04     3.165958670847139e+04     3.166632428299174e+04     3.169127860219487e+04     3.175840406807973e+04     3.190700343657557e+04     3.219554375449572e+04     3.270549838641099e+04     3.354517499666564e+04     3.485355901688878e+04
    1200           -4.34494032e+05            3.12509539e+00            9.96879783e-01            1.00312998e+00     3.159004354708735e+04     3.159005600834100e+04     3.159057591555227e+04     3.159405712711925e+04     3.160695784077762e+04     3.164165756085182e+04     3.171847569711790e+04     3.186763608278269e+04     3.213125652035730e+04     3.256532541090872e+04     3.324169198755031e+04
    1400           -4.33435353e+05            3.16344019e+00            9.96841558e-01            1.00316845e+00     3.171355969237610e+04     3.171357552267664e+04     3.171419852085162e+04     3.171837991833233e+04     3.173387338993977e+04     3.177554729285102e+04     3.186780464569496e+04     3.204694386421878e+04     3.236354762127443e+04     3.288485753106476e+04     3.369716290757323e+04
    1600           -4.32222298e+05            3.09924812e+00            9.96905550e-01            1.00310406e+00     3.167276282438974e+04     3.167279878899499e+04     3.167404575591629e+04     3.168247516612745e+04     3.171369165239557e+04     3.179766310278669e+04     3.198355466351460e+04     3.234450644824248e+04     3.298243804353018e+04     3.403283830483470e+04     3.566957173309218e+04
    1800           -4.31179600e+05            3.07688357e+00            9.96927845e-01            1.00308162e+00     3.160532870378178e+04     3.160537830343933e+04     3.160705169499472e+04     3.161838192228638e+04     3.166033608939850e+04     3.177319340590791e+04     3.202302979794364e+04     3.250814529580860e+04     3.336551871689742e+04     3.477724611340630e+04     3.697699917181803e+04
    2000           -4.30992835e+05            3.06515718e+00            9.96939536e-01            1.00306986e+00     3.169965399546461e+04     3.169974356968656e+04     3.170265513937519e+04     3.172241345828849e+04     3.179556330550206e+04     3.199234143171510e+04     3.242795403035348e+04     3.327379716029982e+04     3.476870530419905e+04     3.723018161253438e+04     4.106565195548038e+04
    2200           -4.30445753e+05            3.06322796e+00            9.96941459e-01            1.00306792e+00     3.158347254871639e+04     3.158363356405915e+04     3.158875696419544e+04     3.162357070800807e+04     3.175244710187480e+04     3.209913714982841e+04     3.286661114829373e+04     3.435684033799864e+04     3.699060926077543e+04     4.132730462975237e+04     4.808473978430095e+04
    2400           -4.30833897e+05            3.09522242e+00            9.96909563e-01            1.00310002e+00     3.150356638455361e+04     3.150371508687853e+04     3.150846171891604e+04     3.154071040417607e+04     3.166009217401645e+04     3.198124061005247e+04     3.269217276089827e+04     3.407261281175289e+04     3.651234511188804e+04     4.052954463524266e+04     4.678914160051700e+04
    2600           -4.30770991e+05            2.99480222e+00            9.97009678e-01            1.00299929e+00     3.155643888654133e+04     3.155656728220454e+04     3.156067720447223e+04     3.158859352578835e+04     3.169193932339194e+04     3.196994905501424e+04     3.258538456240620e+04     3.378039567738264e+04     3.589240861725816e+04     3.936999392893228e+04     4.478876427767433e+04
