#This file was generated on Sat Jul  5 21:12:33 2025
#Using the somd command, of the molecular library Sire version <2025.1.0.dev> 
#For more information visit: https://github.com/openbiosim/sire
#
#General information on simulation parameters:
#Simulation used 250000 moves, 1 cycles and 1000 ps of simulation time
#Generating lambda is		 0.40000
#Alchemical array is		 (0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0)
#Generating temperature is 	25°C
#Energy was saved every 200 steps 
#
#
#   [step]               [potential]                [gradient]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
     200           -5.18280418e+05            1.29657531e+01            9.89753061e-01            1.01575452e+00     3.248899306704487e+04     3.248899006487750e+04     3.248903243656101e+04     3.248926170308783e+04     3.249012620187472e+04     3.249244661660860e+04     3.249758656204911e+04     3.250756708279356e+04     3.252520699543798e+04     3.255425030926722e+04     3.259950665308430e+04
     400           -5.03584581e+05            4.76180862e+01            9.55850632e-01            1.05135788e+00     3.251355839909127e+04     3.251355819270606e+04     3.251368434157689e+04     3.251448377900640e+04     3.251745910047294e+04     3.252545782279081e+04     3.254316793726922e+04     3.257755634913975e+04     3.263833376733433e+04     3.273840616075985e+04     3.289433995747659e+04
     600           -4.94212522e+05            3.15543854e+01            9.71470226e-01            1.03475441e+00     3.246332617869986e+04     3.246332476582027e+04     3.246341195229238e+04     3.246394610006190e+04     3.246593976645401e+04     3.247129731672531e+04     3.248316088455220e+04     3.250619686948772e+04     3.254691048350512e+04     3.261394634188339e+04     3.271840259551466e+04
     800           -4.87873311e+05            2.60838725e+01            9.76770677e-01            1.02907915e+00     3.251322236910161e+04     3.251322058504860e+04     3.251329443810500e+04     3.251373789701297e+04     3.251539600823425e+04     3.251985100617586e+04     3.252971650158743e+04     3.254887276637366e+04     3.258272950761682e+04     3.263847505584002e+04     3.272533875547750e+04
    1000           -4.83748020e+05            1.10163642e+02            8.97612350e-01            1.11885999e+00     3.242946222395020e+04     3.242946700357506e+04     3.242974426995962e+04     3.243157389645353e+04     3.243836197393288e+04     3.245661735642763e+04     3.249703284934686e+04     3.257550902814134e+04     3.271420524639629e+04     3.294257694495844e+04     3.329842646322782e+04
    1200           -4.81745797e+05            1.01351920e+01            9.92675617e-01            1.01300286e+00     3.239457892979147e+04     3.239457574913658e+04     3.239461135617663e+04     3.239479401540126e+04     3.239548651126098e+04     3.239734386021264e+04     3.240145891881883e+04     3.240944938642465e+04     3.242357213975701e+04     3.244682423712243e+04     3.248305670326884e+04
    1400           -4.79992894e+05            1.83221320e+01            9.84377145e-01            1.02111798e+00     3.233529430196733e+04     3.233529188767101e+04     3.233534699867262e+04     3.233566336538347e+04     3.233685062027655e+04     3.234003928677952e+04     3.234710129960203e+04     3.236081396646281e+04     3.238504995702218e+04     3.242495410177994e+04     3.248713381595749e+04
    1600           -4.78766875e+05            2.34892665e+01            9.79274884e-01            1.02637753e+00     3.246027000964806e+04     3.246026788927586e+04     3.246033543442257e+04     3.246073641878310e+04     3.246223665491962e+04     3.246626713581548e+04     3.247519273776789e+04     3.249252399019883e+04     3.252315523597947e+04     3.257358985228804e+04     3.265217804700544e+04
    1800           -4.78129965e+05            5.55741303e+01            9.48269867e-01            1.05974903e+00     3.240744547442223e+04     3.240744594241678e+04     3.240759122676814e+04     3.240852175146196e+04     3.241198208286755e+04     3.242128538762689e+04     3.244188357160208e+04     3.248187984319952e+04     3.255256833609496e+04     3.266896008684227e+04     3.285032269697127e+04
    2000           -4.77326272e+05            1.45280256e+01            9.88292952e-01            1.01743010e+00     3.237633040444668e+04     3.237632753151351e+04     3.237637375497733e+04     3.237662863625959e+04     3.237758834405664e+04     3.238016451474143e+04     3.238587085476519e+04     3.239695116695117e+04     3.241653475591513e+04     3.244877861360595e+04     3.249902193387886e+04
    2200           -4.77038574e+05            2.55070093e+01            9.77312113e-01            1.02846233e+00     3.251186931484554e+04     3.251186728551352e+04     3.251194001258825e+04     3.251237560635594e+04     3.251400391364913e+04     3.251837917307567e+04     3.252806788224384e+04     3.254688089112835e+04     3.258013089028296e+04     3.263487758185189e+04     3.272018477820966e+04
    2400           -4.77296362e+05            6.35434597e+01            9.40672663e-01            1.06814859e+00     3.265163371196873e+04     3.265163473642359e+04     3.265179945864139e+04     3.265286134685492e+04     3.265680812587254e+04     3.266742018343680e+04     3.269091546580063e+04     3.273653713743973e+04     3.281716774140833e+04     3.294992987298363e+04     3.315680079894716e+04
    2600           -4.77181609e+05            2.20700549e+01            9.80720935e-01            1.02497967e+00     3.257224638681989e+04     3.257224412527769e+04     3.257230836944721e+04     3.257268653183430e+04     3.257410224547630e+04     3.257790536860171e+04     3.258632770483307e+04     3.260268174443824e+04     3.263158590793184e+04     3.267917678443653e+04     3.275333380383819e+04
    2800           -4.77217326e+05            3.44889452e+01            9.68562533e-01            1.03773002e+00     3.268703644853168e+04     3.268703508834828e+04     3.268712964190428e+04     3.268771355651726e+04     3.268989087563146e+04     3.269574300700240e+04     3.270870111370187e+04     3.273386240269616e+04     3.277833214427512e+04     3.285155285778176e+04     3.296564631959473e+04
    3000           -4.76774865e+05            5.67714474e+01            9.47080666e-01            1.06095759e+00     3.245328172546272e+04     3.245328227673739e+04     3.245343045084759e+04     3.245438032217142e+04     3.245791239222766e+04     3.246740878140764e+04     3.248843432151853e+04     3.252926041740890e+04     3.260141543704538e+04     3.272022210216923e+04     3.290534751570022e+04
