#This file was generated on Tue Jul 15 14:40:00 2025
#Using the somd command, of the molecular library Sire version <2025.2.0.dev> 
#For more information visit: https://github.com/openbiosim/sire
#
#General information on simulation parameters:
#Simulation used 250000 moves, 1 cycles and 1000 ps of simulation time
#Generating lambda is		 1.00000
#Alchemical array is		 (0.0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1.0)
#Generating temperature is 	25°C
#Energy was saved every 200 steps 
#
#
#   [step]               [potential]                [gradient]      [forward Metropolis]     [backward Metropolis]                   [u_kl]
     200           -4.64119790e+05            1.16459097e+01            9.88421641e-01            1.01171399e+00     3.163119324105942e+04     3.163118931636438e+04     3.163119800691431e+04     3.163119925603783e+04     3.163121987499976e+04     3.163126981408137e+04     3.163138373642965e+04     3.163160506682171e+04     3.163199685654970e+04     3.163264025805515e+04     3.163364357776182e+04
     400           -4.51691944e+05           -6.25805250e-01            1.00062600e+00            9.99374391e-01     3.163889780621673e+04     3.163889367663955e+04     3.163890182720954e+04     3.163889790157360e+04     3.163889931181676e+04     3.163889780621673e+04     3.163889776456008e+04     3.163889780465154e+04     3.163889855184646e+04     3.163889789353261e+04     3.163889780621673e+04
     600           -4.44048991e+05            3.33066811e+00            9.96674872e-01            1.00333622e+00     3.160642931117405e+04     3.160642522971628e+04     3.160643352452527e+04     3.160643131381752e+04     3.160643894429725e+04     3.160645406697747e+04     3.160649086782834e+04     3.160656245142344e+04     3.160668967641626e+04     3.160689717807632e+04     3.160722149688363e+04
     800           -4.38613536e+05            8.51564419e+00            9.91520511e-01            1.00855201e+00     3.163078488356570e+04     3.163078088142760e+04     3.163078948951653e+04     3.163078942633160e+04     3.163080513745113e+04     3.163084226813291e+04     3.163092763104481e+04     3.163109350901410e+04     3.163138739401965e+04     3.163186932117639e+04     3.163262118971640e+04
    1000           -4.35959590e+05           -5.04083278e-01            1.00050421e+00            9.99496044e-01     3.170114586294139e+04     3.170114182059930e+04     3.170114983656758e+04     3.170114593578826e+04     3.170114729143771e+04     3.170114586294139e+04     3.170114581847696e+04     3.170114586019933e+04     3.170114657349183e+04     3.170114597215494e+04     3.170114586294139e+04
    1200           -4.33677684e+05           -6.46348878e-01            1.00064656e+00            9.99353860e-01     3.171926078021031e+04     3.171925668664687e+04     3.171926477253739e+04     3.171926085815897e+04     3.171926227586215e+04     3.171926078021031e+04     3.171926073659418e+04     3.171926077734877e+04     3.171926154053830e+04     3.171926089659265e+04     3.171926078021031e+04
    1400           -4.33093871e+05            3.49855449e+00            9.96507558e-01            1.00350468e+00     3.157276925880943e+04     3.157276534103559e+04     3.157277356204316e+04     3.157277134832284e+04     3.157277913203692e+04     3.157279504026566e+04     3.157283336731004e+04     3.157290791590682e+04     3.157304036788185e+04     3.157325652348162e+04     3.157359426540884e+04
    1600           -4.32666357e+05            8.25008640e+00            9.91783852e-01            1.00828421e+00     3.159395045981491e+04     3.159394650938753e+04     3.159395497608553e+04     3.159395486802649e+04     3.159397021426431e+04     3.159400610678188e+04     3.159408888151309e+04     3.159424974180478e+04     3.159453476114282e+04     3.159500206188157e+04     3.159573116275813e+04
    1800           -4.31754256e+05           -5.88233315e-01            1.00058841e+00            9.99411940e-01     3.161566535036460e+04     3.161566122486993e+04     3.161566930388606e+04     3.161566544155162e+04     3.161566680185556e+04     3.161566535036460e+04     3.161566530357031e+04     3.161566534769422e+04     3.161566613082159e+04     3.161566544993314e+04     3.161566535036460e+04
    2000           -4.31912714e+05            5.60430912e-01            9.99439726e-01            1.00056059e+00     3.156705954749157e+04     3.156705558192181e+04     3.156706352353773e+04     3.156706017957432e+04     3.156706342873873e+04     3.156706673900285e+04     3.156707739781064e+04     3.156709822238960e+04     3.156713571399945e+04     3.156719554966588e+04     3.156728967585275e+04
    2200           -4.31425265e+05            5.55885077e-01            9.99444269e-01            1.00055604e+00     3.160332186704967e+04     3.160331783161166e+04     3.160332589383928e+04     3.160332249016951e+04     3.160332574728760e+04     3.160332908158398e+04     3.160333977312253e+04     3.160336066666974e+04     3.160339819871269e+04     3.160345828439856e+04     3.160355273214755e+04
    2400           -4.30938937e+05            9.12409154e+00            9.90917407e-01            1.00916584e+00     3.154866535024072e+04     3.154866126501047e+04     3.154866986721181e+04     3.154867012651447e+04     3.154868661623283e+04     3.154872579044292e+04     3.154881569828067e+04     3.154899041033168e+04     3.154929983217129e+04     3.154980750685151e+04     3.155059943671141e+04
